mnemonic,opcode,subsystem,criticality,description,fsw_min_version
CMD_PROP_VALVE_OPEN_105,0x1EE4,PROP,NOMINAL,Open propulsion valve (variant 105),1.0
CMD_PROP_VALVE_CLOSE_105,0x1EE5,PROP,NOMINAL,Close propulsion valve (variant 105),1.0
CMD_PROP_BURN_EXEC_105,0x1EE6,PROP,NOMINAL,Execute commanded delta-v burn (variant 105),1.0
CMD_PROP_BURN_ABORT_105,0x1EE7,PROP,NOMINAL,Abort active propulsive maneuver (variant 105),1.0
CMD_EPS_PWR_ON_106,0x1EE8,EPS,NOMINAL,Enable power channel in specified mode (variant 106),1.0
CMD_EPS_PWR_OFF_106,0x1EE9,EPS,HAZARDOUS,Disable power channel (variant 106),1.0
CMD_EPS_BATT_TRICKLE_106,0x1EEA,EPS,NOMINAL,Set battery trickle charge rate (variant 106),1.0
CMD_EPS_BATT_RESET_106,0x1EEB,EPS,NOMINAL,Reset battery management controller (variant 106),1.0
CMD_EPS_SOLAR_DEPLOY_106,0x1EEC,EPS,NOMINAL,Deploy solar array (variant 106),1.0
CMD_EPS_SOLAR_STOW_106,0x1EED,EPS,CRITICAL,Stow solar array (variant 106),1.0
CMD_ADCS_MODE_SET_106,0x1EEE,ADCS,NOMINAL,Set ADCS control mode (variant 106),1.0
CMD_ADCS_MODE_SAFE_106,0x1EEF,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 106),1.0
CMD_ADCS_RW_SPIN_106,0x1EF0,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 106),1.0
CMD_ADCS_RW_STOP_106,0x1EF1,ADCS,CRITICAL,Stop reaction wheel (variant 106),1.0
CMD_ADCS_MTQ_FIRE_106,0x1EF2,ADCS,NOMINAL,Fire magnetorquer along axis (variant 106),1.0
CMD_ADCS_STAR_TRACK_106,0x1EF3,ADCS,HAZARDOUS,Begin star tracker tracking (variant 106),1.0
CMD_ADCS_ATT_SLEW_106,0x1EF4,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 106),1.0
CMD_COMM_TX_ENABLE_106,0x1EF5,COMM,CRITICAL,Enable transmitter on band (variant 106),1.0
CMD_COMM_TX_DISABLE_106,0x1EF6,COMM,NOMINAL,Disable transmitter on band (variant 106),1.0
CMD_COMM_TX_POWER_106,0x1EF7,COMM,CRITICAL,Set transmitter output power (variant 106),1.0
CMD_COMM_DUMP_START_106,0x1EF8,COMM,NOMINAL,Start virtual-channel data dump (variant 106),1.0
CMD_COMM_DUMP_STOP_106,0x1EF9,COMM,CRITICAL,Stop virtual-channel data dump (variant 106),1.0
CMD_CDH_BOOT_WARM_106,0x1EFA,CDH,NOMINAL,Warm reboot of flight processor (variant 106),1.0
CMD_CDH_BOOT_COLD_106,0x1EFB,CDH,NOMINAL,Cold reboot of flight processor (variant 106),1.0
CMD_CDH_TIME_SYNC_106,0x1EFC,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 106),1.0
CMD_CDH_FILE_DELETE_106,0x1EFD,CDH,NOMINAL,Delete onboard file by path (variant 106),1.0
CMD_CDH_MEM_DUMP_106,0x1EFE,CDH,NOMINAL,Dump memory region (variant 106),1.0
CMD_CDH_MEM_PATCH_106,0x1EFF,CDH,NOMINAL,Patch memory region (variant 106),1.0
CMD_THERMAL_HTR_ON_106,0x1F00,THERMAL,NOMINAL,Turn on heater zone (variant 106),1.0
CMD_THERMAL_HTR_OFF_106,0x1F01,THERMAL,NOMINAL,Turn off heater zone (variant 106),1.0
CMD_THERMAL_HTR_AUTO_106,0x1F02,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 106),1.0
CMD_PAYLOAD_IMG_CAPTURE_106,0x1F03,PAYLOAD,NOMINAL,Capture image with integration time and filter (variant 106),1.0
CMD_PAYLOAD_IMG_ABORT_106,0x1F04,PAYLOAD,HAZARDOUS,Abort current image capture (variant 106),1.0
CMD_PAYLOAD_INST_ON_106,0x1F05,PAYLOAD,NOMINAL,Power on instrument (variant 106),1.0
CMD_PAYLOAD_INST_OFF_106,0x1F06,PAYLOAD,NOMINAL,Power off instrument (variant 106),1.0
CMD_PAYLOAD_INST_CAL_106,0x1F07,PAYLOAD,NOMINAL,Run instrument calibration (variant 106),1.0
CMD_PROP_VALVE_OPEN_106,0x1F08,PROP,NOMINAL,Open propulsion valve (variant 106),1.0
CMD_PROP_VALVE_CLOSE_106,0x1F09,PROP,NOMINAL,Close propulsion valve (variant 106),1.0
CMD_PROP_BURN_EXEC_106,0x1F0A,PROP,NOMINAL,Execute commanded delta-v burn (variant 106),1.0
CMD_PROP_BURN_ABORT_106,0x1F0B,PROP,NOMINAL,Abort active propulsive maneuver (variant 106),1.0
CMD_EPS_PWR_ON_107,0x1F0C,EPS,NOMINAL,Enable power channel in specified mode (variant 107),1.0
CMD_EPS_PWR_OFF_107,0x1F0D,EPS,HAZARDOUS,Disable power channel (variant 107),1.0
CMD_EPS_BATT_TRICKLE_107,0x1F0E,EPS,NOMINAL,Set battery trickle charge rate (variant 107),1.0
CMD_EPS_BATT_RESET_107,0x1F0F,EPS,NOMINAL,Reset battery management controller (variant 107),1.0
CMD_EPS_SOLAR_DEPLOY_107,0x1F10,EPS,NOMINAL,Deploy solar array (variant 107),1.0
CMD_EPS_SOLAR_STOW_107,0x1F11,EPS,CRITICAL,Stow solar array (variant 107),1.0
CMD_ADCS_MODE_SET_107,0x1F12,ADCS,NOMINAL,Set ADCS control mode (variant 107),1.0
CMD_ADCS_MODE_SAFE_107,0x1F13,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 107),1.0
CMD_ADCS_RW_SPIN_107,0x1F14,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 107),1.0
CMD_ADCS_RW_STOP_107,0x1F15,ADCS,CRITICAL,Stop reaction wheel (variant 107),1.0
CMD_ADCS_MTQ_FIRE_107,0x1F16,ADCS,NOMINAL,Fire magnetorquer along axis (variant 107),1.0
CMD_ADCS_STAR_TRACK_107,0x1F17,ADCS,HAZARDOUS,Begin star tracker tracking (variant 107),1.0
CMD_ADCS_ATT_SLEW_107,0x1F18,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 107),1.0
CMD_COMM_TX_ENABLE_107,0x1F19,COMM,CRITICAL,Enable transmitter on band (variant 107),1.0
CMD_COMM_TX_DISABLE_107,0x1F1A,COMM,NOMINAL,Disable transmitter on band (variant 107),1.0
CMD_COMM_TX_POWER_107,0x1F1B,COMM,CRITICAL,Set transmitter output power (variant 107),1.0
CMD_COMM_DUMP_START_107,0x1F1C,COMM,NOMINAL,Start virtual-channel data dump (variant 107),1.0
CMD_COMM_DUMP_STOP_107,0x1F1D,COMM,CRITICAL,Stop virtual-channel data dump (variant 107),1.0
CMD_CDH_BOOT_WARM_107,0x1F1E,CDH,NOMINAL,Warm reboot of flight processor (variant 107),1.0
CMD_CDH_BOOT_COLD_107,0x1F1F,CDH,NOMINAL,Cold reboot of flight processor (variant 107),1.0
CMD_CDH_TIME_SYNC_107,0x1F20,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 107),1.0
CMD_CDH_FILE_DELETE_107,0x1F21,CDH,NOMINAL,Delete onboard file by path (variant 107),1.0
CMD_CDH_MEM_DUMP_107,0x1F22,CDH,NOMINAL,Dump memory region (variant 107),1.0
CMD_CDH_MEM_PATCH_107,0x1F23,CDH,NOMINAL,Patch memory region (variant 107),1.0
CMD_THERMAL_HTR_ON_107,0x1F24,THERMAL,NOMINAL,Turn on heater zone (variant 107),1.0
CMD_THERMAL_HTR_OFF_107,0x1F25,THERMAL,NOMINAL,Turn off heater zone (variant 107),1.0
CMD_THERMAL_HTR_AUTO_107,0x1F26,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 107),1.0
CMD_PAYLOAD_IMG_CAPTURE_107,0x1F27,PAYLOAD,NOMINAL,Capture image with integration time and filter (variant 107),1.0
CMD_PAYLOAD_IMG_ABORT_107,0x1F28,PAYLOAD,HAZARDOUS,Abort current image capture (variant 107),1.0
CMD_PAYLOAD_INST_ON_107,0x1F29,PAYLOAD,NOMINAL,Power on instrument (variant 107),1.0
CMD_PAYLOAD_INST_OFF_107,0x1F2A,PAYLOAD,NOMINAL,Power off instrument (variant 107),1.0
CMD_PAYLOAD_INST_CAL_107,0x1F2B,PAYLOAD,NOMINAL,Run instrument calibration (variant 107),1.0
CMD_PROP_VALVE_OPEN_107,0x1F2C,PROP,NOMINAL,Open propulsion valve (variant 107),1.0
CMD_PROP_VALVE_CLOSE_107,0x1F2D,PROP,NOMINAL,Close propulsion valve (variant 107),1.0
CMD_PROP_BURN_EXEC_107,0x1F2E,PROP,NOMINAL,Execute commanded delta-v burn (variant 107),1.0
CMD_PROP_BURN_ABORT_107,0x1F2F,PROP,NOMINAL,Abort active propulsive maneuver (variant 107),1.0
CMD_EPS_PWR_ON_108,0x1F30,EPS,NOMINAL,Enable power channel in specified mode (variant 108),1.0
CMD_EPS_PWR_OFF_108,0x1F31,EPS,HAZARDOUS,Disable power channel (variant 108),1.0
CMD_EPS_BATT_TRICKLE_108,0x1F32,EPS,NOMINAL,Set battery trickle charge rate (variant 108),1.0
CMD_EPS_BATT_RESET_108,0x1F33,EPS,NOMINAL,Reset battery management controller (variant 108),1.0
CMD_EPS_SOLAR_DEPLOY_108,0x1F34,EPS,NOMINAL,Deploy solar array (variant 108),1.0
CMD_EPS_SOLAR_STOW_108,0x1F35,EPS,CRITICAL,Stow solar array (variant 108),1.0
CMD_ADCS_MODE_SET_108,0x1F36,ADCS,NOMINAL,Set ADCS control mode (variant 108),1.0
CMD_ADCS_MODE_SAFE_108,0x1F37,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 108),1.0
CMD_ADCS_RW_SPIN_108,0x1F38,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 108),1.0
CMD_ADCS_RW_STOP_108,0x1F39,ADCS,CRITICAL,Stop reaction wheel (variant 108),1.0
CMD_ADCS_MTQ_FIRE_108,0x1F3A,ADCS,NOMINAL,Fire magnetorquer along axis (variant 108),1.0
CMD_ADCS_STAR_TRACK_108,0x1F3B,ADCS,HAZARDOUS,Begin star tracker tracking (variant 108),1.0
CMD_ADCS_ATT_SLEW_108,0x1F3C,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 108),1.0
CMD_COMM_TX_ENABLE_108,0x1F3D,COMM,CRITICAL,Enable transmitter on band (variant 108),1.0
CMD_COMM_TX_DISABLE_108,0x1F3E,COMM,NOMINAL,Disable transmitter on band (variant 108),1.0
CMD_COMM_TX_POWER_108,0x1F3F,COMM,CRITICAL,Set transmitter output power (variant 108),1.0
CMD_COMM_DUMP_START_108,0x1F40,COMM,NOMINAL,Start virtual-channel data dump (variant 108),1.0
CMD_COMM_DUMP_STOP_108,0x1F41,COMM,CRITICAL,Stop virtual-channel data dump (variant 108),1.0
CMD_CDH_BOOT_WARM_108,0x1F42,CDH,NOMINAL,Warm reboot of flight processor (variant 108),1.0
CMD_CDH_BOOT_COLD_108,0x1F43,CDH,NOMINAL,Cold reboot of flight processor (variant 108),1.0
CMD_CDH_TIME_SYNC_108,0x1F44,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 108),1.0
CMD_CDH_FILE_DELETE_108,0x1F45,CDH,NOMINAL,Delete onboard file by path (variant 108),1.0
CMD_CDH_MEM_DUMP_108,0x1F46,CDH,NOMINAL,Dump memory region (variant 108),1.0
CMD_CDH_MEM_PATCH_108,0x1F47,CDH,NOMINAL,Patch memory region (variant 108),1.0
CMD_THERMAL_HTR_ON_108,0x1F48,THERMAL,NOMINAL,Turn on heater zone (variant 108),1.0
CMD_THERMAL_HTR_OFF_108,0x1F49,THERMAL,NOMINAL,Turn off heater zone (variant 108),1.0
CMD_THERMAL_HTR_AUTO_108,0x1F4A,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 108),1.0
CMD_PAYLOAD_IMG_CAPTURE_108,0x1F4B,PAYLOAD,NOMINAL,Capture image with integration time and filter (variant 108),1.0
CMD_PAYLOAD_IMG_ABORT_108,0x1F4C,PAYLOAD,HAZARDOUS,Abort current image capture (variant 108),1.0
CMD_PAYLOAD_INST_ON_108,0x1F4D,PAYLOAD,NOMINAL,Power on instrument (variant 108),1.0
CMD_PAYLOAD_INST_OFF_108,0x1F4E,PAYLOAD,NOMINAL,Power off instrument (variant 108),1.0
CMD_PAYLOAD_INST_CAL_108,0x1F4F,PAYLOAD,NOMINAL,Run instrument calibration (variant 108),1.0
CMD_PROP_VALVE_OPEN_108,0x1F50,PROP,NOMINAL,Open propulsion valve (variant 108),1.0
CMD_PROP_VALVE_CLOSE_108,0x1F51,PROP,NOMINAL,Close propulsion valve (variant 108),1.0
CMD_PROP_BURN_EXEC_108,0x1F52,PROP,NOMINAL,Execute commanded delta-v burn (variant 108),1.0
CMD_PROP_BURN_ABORT_108,0x1F53,PROP,NOMINAL,Abort active propulsive maneuver (variant 108),1.0
CMD_EPS_PWR_ON_109,0x1F54,EPS,NOMINAL,Enable power channel in specified mode (variant 109),1.0
CMD_EPS_PWR_OFF_109,0x1F55,EPS,HAZARDOUS,Disable power channel (variant 109),1.0
CMD_EPS_BATT_TRICKLE_109,0x1F56,EPS,NOMINAL,Set battery trickle charge rate (variant 109),1.0
CMD_EPS_BATT_RESET_109,0x1F57,EPS,NOMINAL,Reset battery management controller (variant 109),1.0
CMD_EPS_SOLAR_DEPLOY_109,0x1F58,EPS,NOMINAL,Deploy solar array (variant 109),1.0
CMD_EPS_SOLAR_STOW_109,0x1F59,EPS,CRITICAL,Stow solar array (variant 109),1.0
CMD_ADCS_MODE_SET_109,0x1F5A,ADCS,NOMINAL,Set ADCS control mode (variant 109),1.0
CMD_ADCS_MODE_SAFE_109,0x1F5B,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 109),1.0
CMD_ADCS_RW_SPIN_109,0x1F5C,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 109),1.0
CMD_ADCS_RW_STOP_109,0x1F5D,ADCS,CRITICAL,Stop reaction wheel (variant 109),1.0
CMD_ADCS_MTQ_FIRE_109,0x1F5E,ADCS,NOMINAL,Fire magnetorquer along axis (variant 109),1.0
CMD_ADCS_STAR_TRACK_109,0x1F5F,ADCS,HAZARDOUS,Begin star tracker tracking (variant 109),1.0
CMD_ADCS_ATT_SLEW_109,0x1F60,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 109),1.0
CMD_COMM_TX_ENABLE_109,0x1F61,COMM,CRITICAL,Enable transmitter on band (variant 109),1.0
CMD_COMM_TX_DISABLE_109,0x1F62,COMM,NOMINAL,Disable transmitter on band (variant 109),1.0
CMD_COMM_TX_POWER_109,0x1F63,COMM,CRITICAL,Set transmitter output power (variant 109),1.0
CMD_COMM_DUMP_START_109,0x1F64,COMM,NOMINAL,Start virtual-channel data dump (variant 109),1.0
CMD_COMM_DUMP_STOP_109,0x1F65,COMM,CRITICAL,Stop virtual-channel data dump (variant 109),1.0
CMD_CDH_BOOT_WARM_109,0x1F66,CDH,NOMINAL,Warm reboot of flight processor (variant 109),1.0
CMD_CDH_BOOT_COLD_109,0x1F67,CDH,NOMINAL,Cold reboot of flight processor (variant 109),1.0
CMD_CDH_TIME_SYNC_109,0x1F68,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 109),1.0
CMD_CDH_FILE_DELETE_109,0x1F69,CDH,NOMINAL,Delete onboard file by path (variant 109),1.0
CMD_CDH_MEM_DUMP_109,0x1F6A,CDH,NOMINAL,Dump memory region (variant 109),1.0
CMD_CDH_MEM_PATCH_109,0x1F6B,CDH,NOMINAL,Patch memory region (variant 109),1.0
CMD_THERMAL_HTR_ON_109,0x1F6C,THERMAL,NOMINAL,Turn on heater zone (variant 109),1.0
CMD_THERMAL_HTR_OFF_109,0x1F6D,THERMAL,NOMINAL,Turn off heater zone (variant 109),1.0
CMD_THERMAL_HTR_AUTO_109,0x1F6E,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 109),1.0
CMD_PAYLOAD_IMG_CAPTURE_109,0x1F6F,PAYLOAD,NOMINAL,Capture image with integration time and filter (variant 109),1.0
CMD_PAYLOAD_IMG_ABORT_109,0x1F70,PAYLOAD,HAZARDOUS,Abort current image capture (variant 109),1.0
CMD_PAYLOAD_INST_ON_109,0x1F71,PAYLOAD,NOMINAL,Power on instrument (variant 109),1.0
CMD_PAYLOAD_INST_OFF_109,0x1F72,PAYLOAD,NOMINAL,Power off instrument (variant 109),1.0
CMD_PAYLOAD_INST_CAL_109,0x1F73,PAYLOAD,NOMINAL,Run instrument calibration (variant 109),1.0
CMD_PROP_VALVE_OPEN_109,0x1F74,PROP,NOMINAL,Open propulsion valve (variant 109),1.0
CMD_PROP_VALVE_CLOSE_109,0x1F75,PROP,NOMINAL,Close propulsion valve (variant 109),1.0
CMD_PROP_BURN_EXEC_109,0x1F76,PROP,NOMINAL,Execute commanded delta-v burn (variant 109),1.0
CMD_PROP_BURN_ABORT_109,0x1F77,PROP,NOMINAL,Abort active propulsive maneuver (variant 109),1.0
CMD_EPS_PWR_ON_110,0x1F78,EPS,NOMINAL,Enable power channel in specified mode (variant 110),1.0
CMD_EPS_PWR_OFF_110,0x1F79,EPS,HAZARDOUS,Disable power channel (variant 110),1.0
CMD_EPS_BATT_TRICKLE_110,0x1F7A,EPS,NOMINAL,Set battery trickle charge rate (variant 110),1.0
CMD_EPS_BATT_RESET_110,0x1F7B,EPS,NOMINAL,Reset battery management controller (variant 110),1.0
CMD_EPS_SOLAR_DEPLOY_110,0x1F7C,EPS,NOMINAL,Deploy solar array (variant 110),1.0
CMD_EPS_SOLAR_STOW_110,0x1F7D,EPS,CRITICAL,Stow solar array (variant 110),1.0
CMD_ADCS_MODE_SET_110,0x1F7E,ADCS,NOMINAL,Set ADCS control mode (variant 110),1.0
CMD_ADCS_MODE_SAFE_110,0x1F7F,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 110),1.0
CMD_ADCS_RW_SPIN_110,0x1F80,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 110),1.0
CMD_ADCS_RW_STOP_110,0x1F81,ADCS,CRITICAL,Stop reaction wheel (variant 110),1.0
CMD_ADCS_MTQ_FIRE_110,0x1F82,ADCS,NOMINAL,Fire magnetorquer along axis (variant 110),1.0
CMD_ADCS_STAR_TRACK_110,0x1F83,ADCS,HAZARDOUS,Begin star tracker tracking (variant 110),1.0
CMD_ADCS_ATT_SLEW_110,0x1F84,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 110),1.0
CMD_COMM_TX_ENABLE_110,0x1F85,COMM,CRITICAL,Enable transmitter on band (variant 110),1.0
CMD_COMM_TX_DISABLE_110,0x1F86,COMM,NOMINAL,Disable transmitter on band (variant 110),1.0
CMD_COMM_TX_POWER_110,0x1F87,COMM,CRITICAL,Set transmitter output power (variant 110),1.0
CMD_COMM_DUMP_START_110,0x1F88,COMM,NOMINAL,Start virtual-channel data dump (variant 110),1.0
CMD_COMM_DUMP_STOP_110,0x1F89,COMM,CRITICAL,Stop virtual-channel data dump (variant 110),1.0
CMD_CDH_BOOT_WARM_110,0x1F8A,CDH,NOMINAL,Warm reboot of flight processor (variant 110),1.0
CMD_CDH_BOOT_COLD_110,0x1F8B,CDH,NOMINAL,Cold reboot of flight processor (variant 110),1.0
CMD_CDH_TIME_SYNC_110,0x1F8C,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 110),1.0
CMD_CDH_FILE_DELETE_110,0x1F8D,CDH,NOMINAL,Delete onboard file by path (variant 110),1.0
CMD_CDH_MEM_DUMP_110,0x1F8E,CDH,NOMINAL,Dump memory region (variant 110),1.0
CMD_CDH_MEM_PATCH_110,0x1F8F,CDH,NOMINAL,Patch memory region (variant 110),1.0
CMD_THERMAL_HTR_ON_110,0x1F90,THERMAL,NOMINAL,Turn on heater zone (variant 110),1.0
CMD_THERMAL_HTR_OFF_110,0x1F91,THERMAL,NOMINAL,Turn off heater zone (variant 110),1.0
CMD_THERMAL_HTR_AUTO_110,0x1F92,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 110),1.0
CMD_PAYLOAD_IMG_CAPTURE_110,0x1F93,PAYLOAD,NOMINAL,Capture image with integration time and filter (variant 110),1.0
CMD_PAYLOAD_IMG_ABORT_110,0x1F94,PAYLOAD,HAZARDOUS,Abort current image capture (variant 110),1.0
CMD_PAYLOAD_INST_ON_110,0x1F95,PAYLOAD,NOMINAL,Power on instrument (variant 110),1.0
CMD_PAYLOAD_INST_OFF_110,0x1F96,PAYLOAD,NOMINAL,Power off instrument (variant 110),1.0
CMD_PAYLOAD_INST_CAL_110,0x1F97,PAYLOAD,NOMINAL,Run instrument calibration (variant 110),1.0
CMD_PROP_VALVE_OPEN_110,0x1F98,PROP,NOMINAL,Open propulsion valve (variant 110),1.0
CMD_PROP_VALVE_CLOSE_110,0x1F99,PROP,NOMINAL,Close propulsion valve (variant 110),1.0
CMD_PROP_BURN_EXEC_110,0x1F9A,PROP,NOMINAL,Execute commanded delta-v burn (variant 110),1.0
CMD_PROP_BURN_ABORT_110,0x1F9B,PROP,NOMINAL,Abort active propulsive maneuver (variant 110),1.0
CMD_EPS_PWR_ON_111,0x1F9C,EPS,NOMINAL,Enable power channel in specified mode (variant 111),1.0
CMD_EPS_PWR_OFF_111,0x1F9D,EPS,HAZARDOUS,Disable power channel (variant 111),1.0
CMD_EPS_BATT_TRICKLE_111,0x1F9E,EPS,NOMINAL,Set battery trickle charge rate (variant 111),1.0
CMD_EPS_BATT_RESET_111,0x1F9F,EPS,NOMINAL,Reset battery management controller (variant 111),1.0
CMD_EPS_SOLAR_DEPLOY_111,0x1FA0,EPS,NOMINAL,Deploy solar array (variant 111),1.0
CMD_EPS_SOLAR_STOW_111,0x1FA1,EPS,CRITICAL,Stow solar array (variant 111),1.0
CMD_ADCS_MODE_SET_111,0x1FA2,ADCS,NOMINAL,Set ADCS control mode (variant 111),1.0
CMD_ADCS_MODE_SAFE_111,0x1FA3,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 111),1.0
CMD_ADCS_RW_SPIN_111,0x1FA4,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 111),1.0
CMD_ADCS_RW_STOP_111,0x1FA5,ADCS,CRITICAL,Stop reaction wheel (variant 111),1.0
CMD_ADCS_MTQ_FIRE_111,0x1FA6,ADCS,NOMINAL,Fire magnetorquer along axis (variant 111),1.0
CMD_ADCS_STAR_TRACK_111,0x1FA7,ADCS,HAZARDOUS,Begin star tracker tracking (variant 111),1.0
CMD_ADCS_ATT_SLEW_111,0x1FA8,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 111),1.0
CMD_COMM_TX_ENABLE_111,0x1FA9,COMM,CRITICAL,Enable transmitter on band (variant 111),1.0
CMD_COMM_TX_DISABLE_111,0x1FAA,COMM,NOMINAL,Disable transmitter on band (variant 111),1.0
CMD_COMM_TX_POWER_111,0x1FAB,COMM,CRITICAL,Set transmitter output power (variant 111),1.0
CMD_COMM_DUMP_START_111,0x1FAC,COMM,NOMINAL,Start virtual-channel data dump (variant 111),1.0
CMD_COMM_DUMP_STOP_111,0x1FAD,COMM,CRITICAL,Stop virtual-channel data dump (variant 111),1.0
CMD_CDH_BOOT_WARM_111,0x1FAE,CDH,NOMINAL,Warm reboot of flight processor (variant 111),1.0
CMD_CDH_BOOT_COLD_111,0x1FAF,CDH,NOMINAL,Cold reboot of flight processor (variant 111),1.0
CMD_CDH_TIME_SYNC_111,0x1FB0,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 111),1.0
CMD_CDH_FILE_DELETE_111,0x1FB1,CDH,NOMINAL,Delete onboard file by path (variant 111),1.0
CMD_CDH_MEM_DUMP_111,0x1FB2,CDH,NOMINAL,Dump memory region (variant 111),1.0
CMD_CDH_MEM_PATCH_111,0x1FB3,CDH,NOMINAL,Patch memory region (variant 111),1.0
CMD_THERMAL_HTR_ON_111,0x1FB4,THERMAL,NOMINAL,Turn on heater zone (variant 111),1.0
CMD_THERMAL_HTR_OFF_111,0x1FB5,THERMAL,NOMINAL,Turn off heater zone (variant 111),1.0
CMD_THERMAL_HTR_AUTO_111,0x1FB6,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 111),1.0
CMD_PAYLOAD_IMG_CAPTURE_111,0x1FB7,PAYLOAD,NOMINAL,Capture image with integration time and filter (variant 111),1.0
CMD_PAYLOAD_IMG_ABORT_111,0x1FB8,PAYLOAD,HAZARDOUS,Abort current image capture (variant 111),1.0
CMD_PAYLOAD_INST_ON_111,0x1FB9,PAYLOAD,NOMINAL,Power on instrument (variant 111),1.0
CMD_PAYLOAD_INST_OFF_111,0x1FBA,PAYLOAD,NOMINAL,Power off instrument (variant 111),1.0
CMD_PAYLOAD_INST_CAL_111,0x1FBB,PAYLOAD,NOMINAL,Run instrument calibration (variant 111),1.0
CMD_PROP_VALVE_OPEN_111,0x1FBC,PROP,NOMINAL,Open propulsion valve (variant 111),1.0
CMD_PROP_VALVE_CLOSE_111,0x1FBD,PROP,NOMINAL,Close propulsion valve (variant 111),1.0
CMD_PROP_BURN_EXEC_111,0x1FBE,PROP,NOMINAL,Execute commanded delta-v burn (variant 111),1.0
CMD_PROP_BURN_ABORT_111,0x1FBF,PROP,NOMINAL,Abort active propulsive maneuver (variant 111),1.0
CMD_EPS_PWR_ON_112,0x1FC0,EPS,NOMINAL,Enable power channel in specified mode (variant 112),1.0
CMD_EPS_PWR_OFF_112,0x1FC1,EPS,HAZARDOUS,Disable power channel (variant 112),1.0
CMD_EPS_BATT_TRICKLE_112,0x1FC2,EPS,NOMINAL,Set battery trickle charge rate (variant 112),1.0
CMD_EPS_BATT_RESET_112,0x1FC3,EPS,NOMINAL,Reset battery management controller (variant 112),1.0
CMD_EPS_SOLAR_DEPLOY_112,0x1FC4,EPS,NOMINAL,Deploy solar array (variant 112),1.0
CMD_EPS_SOLAR_STOW_112,0x1FC5,EPS,CRITICAL,Stow solar array (variant 112),1.0
CMD_ADCS_MODE_SET_112,0x1FC6,ADCS,NOMINAL,Set ADCS control mode (variant 112),1.0
CMD_ADCS_MODE_SAFE_112,0x1FC7,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 112),1.0
CMD_ADCS_RW_SPIN_112,0x1FC8,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 112),1.0
CMD_ADCS_RW_STOP_112,0x1FC9,ADCS,CRITICAL,Stop reaction wheel (variant 112),1.0
CMD_ADCS_MTQ_FIRE_112,0x1FCA,ADCS,NOMINAL,Fire magnetorquer along axis (variant 112),1.0
CMD_ADCS_STAR_TRACK_112,0x1FCB,ADCS,HAZARDOUS,Begin star tracker tracking (variant 112),1.0
CMD_ADCS_ATT_SLEW_112,0x1FCC,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 112),1.0
CMD_COMM_TX_ENABLE_112,0x1FCD,COMM,CRITICAL,Enable transmitter on band (variant 112),1.0
CMD_COMM_TX_DISABLE_112,0x1FCE,COMM,NOMINAL,Disable transmitter on band (variant 112),1.0
CMD_COMM_TX_POWER_112,0x1FCF,COMM,CRITICAL,Set transmitter output power (variant 112),1.0
CMD_COMM_DUMP_START_112,0x1FD0,COMM,NOMINAL,Start virtual-channel data dump (variant 112),1.0
CMD_COMM_DUMP_STOP_112,0x1FD1,COMM,CRITICAL,Stop virtual-channel data dump (variant 112),1.0
CMD_CDH_BOOT_WARM_112,0x1FD2,CDH,NOMINAL,Warm reboot of flight processor (variant 112),1.0
CMD_CDH_BOOT_COLD_112,0x1FD3,CDH,NOMINAL,Cold reboot of flight processor (variant 112),1.0
